mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
6	6	45/2	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-5	61	Db4	4	50
6	6	45/2	3.0	0	0	9/8	1	2	3/4		1/2	3/2		-3	63	Eb4	4	48
6	6	45/2	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-4	68	Ab4	4	43
6	6	23	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-6	66	Gb4	4	44
6	6	47/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-4	68	Ab4	4	45
6	6	24	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-6	66	Gb4	4	46
6	6	51/2	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		3	57	A3	3	53
6	6	51/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		0	60	C4	4	51
6	6	51/2	1.5	3/4	3/4	9/8	1	2	3/8		1/4	3/2		-3	63	Eb4	4	49
6	6	51/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-1	65	F4	4	47
7	7	27	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-4	56	Ab3	3	67
7	7	27	3.0	0	0	9/8	2	1	3/4		1/2	3/2	1	-2	58	Bb3	3	65
7	7	27	3.0	0	0	9/8	1	2	3/4		1/2	3/2	1	-5	61	Db4	4	63
7	7	27	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-1	65	F4	4	54
7	7	55/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-1	65	F4	4	55
7	7	28	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-6	66	Gb4	4	56
7	7	57/2	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1		-1	65	F4	4	57
7	7	29	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	58
7	7	59/2	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-1	65	F4	4	59
7	7	30	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-6	54	Gb3	3	68
7	7	30	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2	-1	-2	58	Bb3	3	66
7	7	30	1.5	3/4	3/4	9/8	1	2	3/8		1/4	3/2	-1	-5	61	Db4	4	64
7	7	30	0.5	3/4	3/4	9/8	1	1	1/8		1/8	1		-3	63	Eb4	4	60
7	7	61/2	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-1	65	F4	4	61
7	7	31	0.5	1	1	9/8	1	1	1/8		1/8	1	1	-3	63	Eb4	4	62
8	8	63/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-1	53	F3	3	78
8	8	63/2	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-4	56	Ab3	3	76
8	8	63/2	3.0	0	0	9/8	1	2	3/4		1/2	3/2		-2	58	Bb3	3	74
8	8	63/2	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-3	63	Eb4	4	69
8	8	32	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	61	Db4	4	70
8	8	65/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	63	Eb4	4	71
8	8	33	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-5	61	Db4	4	72
8	8	69/2	0.75	3/4	3/4	9/8	2	2	3/16		1/8	3/2		-3	51	Eb3	3	79
8	8	69/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-6	54	Gb3	3	77
8	8	69/2	1.5	3/4	3/4	9/8	1	2	3/8		1/4	3/2		-4	56	Ab3	3	75
8	8	69/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		0	60	C4	4	73
8	8	141/4	0.75	15/16	15/16	9/8	2	2	3/16		1/8	3/2	1	-4	44	Ab2	2	80
9	9	36	0.5	0	0	9/8	2	1	1/8		1/8	1		-5	37	Db2	2	83
9	9	36	0.5	0	0	9/8	2	1	1/8		1/8	1	-1	-4	44	Ab2	2	83
9	9	73/2	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-1	53	F3	3	84
9	9	73/2	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-4	56	Ab3	3	84
9	9	37	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1	1	-1	65	F4	4	85
9	9	37	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1	1	-4	68	Ab4	4	85
9	9	75/2	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-1	65	F4	4	86
9	9	75/2	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-4	68	Ab4	4	86
9	9	75/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-1	77	F5	5	81
9	9	75/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-4	80	Ab5	5	81
9	9	39	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-5	73	Db5	5	82
9	9	39	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-1	77	F5	5	82
10	10	81/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-6	42	Gb2	2	95
10	10	81/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-5	49	Db3	3	95
10	10	81/2	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-5	73	Db5	5	87
10	10	81/2	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-1	77	F5	5	87
10	10	41	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-5	49	Db3	3	93
10	10	41	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-6	54	Gb3	3	93
10	10	41	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-2	58	Bb3	3	93
10	10	41	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-5	61	Db4	4	93
10	10	41	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-6	66	Gb4	4	91
10	10	41	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-2	70	Bb4	4	91
10	10	41	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	88
10	10	83/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-1	77	F5	5	89
10	10	42	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-5	49	Db3	3	94
10	10	42	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-6	54	Gb3	3	94
10	10	42	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-2	58	Bb3	3	94
10	10	42	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-5	61	Db4	4	94
10	10	42	3.0	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-6	66	Gb4	4	92
10	10	42	3.0	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-2	70	Bb4	4	92
10	10	42	3.0	3/8	3/8	9/8	1	1	3/4		1/2	3/2	1	-3	75	Eb5	5	90
11	11	45	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-1	41	F2	2	107
11	11	45	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-5	49	Db3	3	107
11	11	45	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-3	75	Eb5	5	96
11	11	91/2	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1		-1	53	F3	3	104
11	11	91/2	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1		-4	56	Ab3	3	104
11	11	91/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	61	Db4	4	97
11	11	91/2	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1		-4	68	Ab4	4	101
11	11	91/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	97
11	11	46	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	63	Eb4	4	98
11	11	46	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	98
11	11	93/2	1.5	3/8	3/8	9/8	2	1	3/8		1/4	3/2		-5	61	Db4	4	105
11	11	93/2	1.5	3/8	3/8	9/8	2	1	3/8		1/4	3/2		-1	65	F4	4	105
11	11	93/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-4	68	Ab4	4	99
11	11	93/2	1.5	3/8	3/8	9/8	1	2	3/8		1/4	3/2		-5	73	Db5	5	102
11	11	93/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-4	80	Ab5	5	99
11	11	48	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-4	56	Ab3	3	106
11	11	48	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-5	61	Db4	4	106
11	11	48	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-1	65	F4	4	100
11	11	48	1.5	3/4	3/4	9/8	1	2	3/8		1/4	3/2		-5	73	Db5	5	103
11	11	48	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-1	77	F5	5	100
12	12	99/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-6	42	Gb2	2	117
12	12	99/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-5	49	Db3	3	117
12	12	99/2	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-1	77	F5	5	108
12	12	50	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-5	49	Db3	3	115
12	12	50	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-6	54	Gb3	3	115
12	12	50	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-2	58	Bb3	3	115
12	12	50	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-5	61	Db4	4	115
12	12	50	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-6	66	Gb4	4	113
12	12	50	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-2	70	Bb4	4	113
12	12	50	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	109
12	12	101/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-1	77	F5	5	110
12	12	51	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-5	49	Db3	3	116
12	12	51	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-6	54	Gb3	3	116
12	12	51	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-2	58	Bb3	3	116
12	12	51	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-5	61	Db4	4	116
12	12	51	3.0	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-6	66	Gb4	4	114
12	12	51	3.0	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-2	70	Bb4	4	114
12	12	51	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-3	75	Eb5	5	111
12	12	105/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-5	73	Db5	5	112
13	13	54	3.0	0	0	9/8	2	2	3/4		1/2	3/2	1	-4	44	Ab2	2	130
13	13	54	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-5	73	Db5	5	118
13	13	109/2	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1		-1	53	F3	3	127
13	13	109/2	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1		-7	59	Cb4	4	127
13	13	109/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	61	Db4	4	119
13	13	109/2	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1		-4	68	Ab4	4	125
13	13	109/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	119
13	13	55	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	63	Eb4	4	120
13	13	55	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	120
13	13	111/2	1.5	3/8	3/8	9/8	2	1	3/8		1/4	3/2	1	-7	59	Cb4	4	128
13	13	111/2	1.5	3/8	3/8	9/8	2	1	3/8		1/4	3/2	1	-5	61	Db4	4	128
13	13	111/2	1.5	3/8	3/8	9/8	2	1	3/8		1/4	3/2	1	-1	65	F4	4	128
13	13	111/2	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-2	70	Bb4	4	121
13	13	111/2	3.0	3/8	3/8	9/8	1	2	3/4		1/2	3/2		-1	77	F5	5	126
13	13	111/2	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-2	82	Bb5	5	121
13	13	225/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2	1	-4	68	Ab4	4	122
13	13	225/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2	1	-4	80	Ab5	5	122
13	13	57	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2	-1	-4	44	Ab2	2	131
13	13	57	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1	-1	-7	59	Cb4	4	129
13	13	57	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1	-1	-5	61	Db4	4	129
13	13	57	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1	-1	-1	65	F4	4	129
13	13	57	0.75	3/4	3/4	9/8	1	1	3/16		1/8	3/2	-1	-4	68	Ab4	4	123
13	13	57	0.75	3/4	3/4	9/8	1	1	3/16		1/8	3/2	-1	-4	80	Ab5	5	123
13	13	231/4	0.75	15/16	15/16	9/8	1	1	3/16		1/8	3/2		-1	65	F4	4	124
13	13	231/4	0.75	15/16	15/16	9/8	1	1	3/16		1/8	3/2	1	-1	77	F5	5	124
14	14	117/2	3.0	0	0	9/8	2	3	3/4		1/2	3/2		-2	46	Bb2	2	147
14	14	117/2	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-1	77	F5	5	132
14	14	59	1.0	1/8	1/8	9/8	2	2	1/4		1/4	1	1	-1	53	F3	3	145
14	14	59	1.0	1/8	1/8	9/8	2	2	1/4		1/4	1	1	-2	58	Bb3	3	145
14	14	59	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-3	63	Eb4	4	141
14	14	59	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-1	65	F4	4	139
14	14	59	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-2	70	Bb4	4	139
14	14	59	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	133
14	14	119/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-1	77	F5	5	134
14	14	60	3.0	3/8	3/8	9/8	2	2	3/4		1/2	3/2	-1	-1	53	F3	3	146
14	14	60	3.0	3/8	3/8	9/8	2	2	3/4		1/2	3/2	-1	-2	58	Bb3	3	146
14	14	60	0.75	3/8	3/8	9/8	2	1	3/16		1/8	3/2	-1	-3	63	Eb4	4	142
14	14	60	3.0	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-1	65	F4	4	140
14	14	60	3.0	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-2	70	Bb4	4	140
14	14	60	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-3	75	Eb5	5	135
14	14	243/4	0.75	9/16	9/16	9/8	2	1	3/16		1/8	3/2	1	-5	61	Db4	4	143
14	14	243/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2	1	-5	73	Db5	5	136
14	14	123/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2	-1	-5	61	Db4	4	144
14	14	123/2	0.75	3/4	3/4	9/8	1	1	3/16		1/8	3/2	-1	-5	73	Db5	5	137
14	14	249/4	0.75	15/16	15/16	9/8	1	1	3/16		1/8	3/2		-2	70	Bb4	4	138
15	15	63	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-3	27	Eb1	1	162
15	15	63	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-3	39	Eb2	2	162
15	15	255/4	0.75	3/16	3/16	9/8	2	1	3/16		1/8	3/2	1	-1	65	F4	4	155
15	15	255/4	0.75	3/16	3/16	9/8	2	1	3/16		1/8	3/2	1	-6	66	Gb4	4	155
15	15	255/4	0.75	3/16	3/16	9/8	2	1	3/16		1/8	3/2	1	-2	70	Bb4	4	155
15	15	255/4	0.75	3/16	3/16	9/8	1	1	3/16		1/8	3/2	1	-1	77	F5	5	148
15	15	255/4	0.75	3/16	3/16	9/8	1	1	3/16		1/8	3/2	1	-2	82	Bb5	5	148
15	15	255/4	0.75	3/16	3/16	9/8	1	1	3/16		1/8	3/2	1	-1	89	F6	6	148
15	15	129/2	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1	-1	-1	65	F4	4	156
15	15	129/2	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1	-1	-6	66	Gb4	4	156
15	15	129/2	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1	-1	-2	70	Bb4	4	156
15	15	129/2	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1	-1	-1	77	F5	5	149
15	15	129/2	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1	-1	-2	82	Bb5	5	149
15	15	129/2	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1	-1	-1	89	F6	6	149
15	15	65	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	157
15	15	65	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	157
15	15	65	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	157
15	15	65	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	150
15	15	65	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	150
15	15	65	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-3	87	Eb6	6	150
15	15	131/2	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	158
15	15	131/2	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	158
15	15	131/2	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	158
15	15	131/2	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	151
15	15	131/2	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	151
15	15	131/2	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-3	87	Eb6	6	151
15	15	66	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	159
15	15	66	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	159
15	15	66	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	159
15	15	66	0.5	3/4	3/4	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	152
15	15	66	0.5	3/4	3/4	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	152
15	15	66	0.5	3/4	3/4	9/8	1	1	1/8		1/8	1		-3	87	Eb6	6	152
15	15	133/2	0.5	7/8	7/8	9/8	2	1	1/8		1/8	1		-5	61	Db4	4	160
15	15	133/2	0.5	7/8	7/8	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	160
15	15	133/2	0.5	7/8	7/8	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	160
15	15	133/2	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	153
15	15	133/2	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	153
15	15	133/2	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-5	85	Db6	6	153
15	15	67	0.5	1	1	9/8	2	1	1/8		1/8	1		-5	61	Db4	4	161
15	15	67	0.5	1	1	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	161
15	15	67	0.5	1	1	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	161
15	15	67	0.5	1	1	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	154
15	15	67	0.5	1	1	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	154
15	15	67	0.5	1	1	9/8	1	1	1/8		1/8	1		-5	85	Db6	6	154
16	16	135/2	0.5	0	0	9/8	2	1	1/8		1/8	1		-5	61	Db4	4	169
16	16	135/2	0.5	0	0	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	169
16	16	135/2	0.5	0	0	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	169
16	16	135/2	0.5	0	0	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	163
16	16	135/2	0.5	0	0	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	163
